player_id,saison,goals,assists
28973,2006,0.0,1.0
28973,2007,1.0,7.0
28973,2011,5.0,14.0
29241,2024,4.0,1.0
29364,2009,9.0,5.0
29364,2012,5.0,15.0
29364,2017,1.0,7.0
29364,2024,3.0,1.0
29391,2024,0.0,0.0
29559,2024,0.0,0.0
29692,2024,0.0,0.0
30321,2010,10.0,0.0
30321,2012,6.0,10.0
30321,2024,0.0,0.0
31067,2010,6.0,4.0
31067,2013,7.0,4.0
31067,2016,2.0,2.0
31067,2024,1.0,2.0
31599,2024,0.0,2.0
31909,2013,4.0,9.0
31909,2024,1.0,10.0
32113,2024,0.0,0.0
32467,2006,11.0,1.0
32467,2009,7.0,3.0
32467,2013,15.0,18.0
32467,2019,1.0,5.0
32467,2024,2.0,4.0
32711,2024,0.0,0.0
33027,2024,0.0,0.0
33210,2024,0.0,0.0
33571,2024,2.0,0.0
33706,2006,6.0,6.0
33706,2014,12.0,8.0
33706,2015,12.0,13.0
33706,2024,4.0,2.0
33763,2007,3.0,0.0
33763,2010,8.0,0.0
33763,2016,16.0,8.0
33763,2021,22.0,10.0
33763,2023,18.0,3.0
33763,2024,1.0,0.0
33781,2024,0.0,0.0
33829,2024,0.0,0.0
33862,2024,0.0,0.0
34283,2007,4.0,2.0
34283,2013,2.0,3.0
34283,2024,1.0,0.0
34289,2024,0.0,0.0
34322,2024,0.0,0.0
34601,2006,5.0,0.0
34601,2014,10.0,3.0
34601,2024,1.0,1.0
34784,2007,13.0,6.0
34784,2018,7.0,8.0
34784,2024,1.0,5.0
35047,2024,2.0,0.0
35207,2008,4.0,3.0
35207,2011,21.0,14.0
35207,2024,9.0,10.0
35247,2024,0.0,0.0
35865,2024,0.0,0.0
36139,2009,11.0,9.0
36139,2011,7.0,10.0
36139,2013,16.0,14.0
36139,2017,7.0,4.0
36139,2024,14.0,15.0
36364,2024,0.0,0.0
37549,2024,0.0,0.0
37838,2024,0.0,0.0
38253,2007,21.0,1.0
38253,2009,21.0,8.0
38253,2021,50.0,7.0
38253,2024,26.0,9.0
38607,2015,8.0,5.0
38607,2017,1.0,3.0
38607,2020,4.0,2.0
38607,2021,5.0,2.0
38607,2022,2.0,4.0
38607,2024,1.0,0.0
38780,2024,0.0,0.0
38805,2024,0.0,1.0
39125,2024,1.0,5.0
39152,2008,15.0,3.0
39152,2010,38.0,7.0
39152,2012,34.0,3.0
39152,2024,4.0,1.0
39259,2024,0.0,0.0
39728,2024,4.0,1.0
39983,2024,1.0,1.0
40034,2024,0.0,1.0
40204,2024,0.0,0.0
40423,2024,0.0,0.0
40433,2010,12.0,11.0
40433,2013,21.0,16.0
40433,2016,30.0,18.0
40433,2024,4.0,5.0
40478,2024,0.0,0.0
40613,2010,,
40613,2013,0.0,2.0
40613,2016,0.0,0.0
40613,2024,0.0,0.0
40633,2011,4.0,6.0
40633,2013,1.0,2.0
40633,2019,1.0,0.0
40633,2024,1.0,3.0
40680,2024,0.0,0.0
40687,2013,3.0,7.0
40687,2014,4.0,15.0
40687,2016,10.0,8.0
40792,2024,0.0,0.0
41131,2024,0.0,0.0
41323,2024,0.0,0.0
41355,2008,8.0,1.0
41355,2010,23.0,4.0
41355,2012,20.0,2.0
41355,2015,5.0,2.0
